X,Y
22.46122889202543,1777.6401701541438
84.88923200375982,4119.062075498192
87.52203239780947,3949.3074190014413
14.696069461054218,1598.543036961294
3.402482655988104,293.3808675576415
30.418684128713103,1536.7857419878883
41.611262584709195,1847.4453208226118
13.689247380336411,789.5955097988858
92.63895140146018,4638.075124268689
74.21972438428911,2850.494495880418
90.77756036178124,5989.108897862313
31.16277113367848,2287.638354824085
54.93885698622742,1493.8890365982263
61.38316067696066,2680.925027066308
68.3119065812189,1684.5683540006835
95.08673126257878,3265.907961708654
94.43906879720817,4356.563276378562
97.2488558279021,5373.625374466509
17.023387809995995,2152.790346118702
24.43567320795025,1521.28011052779
23.390279374215474,892.2540994747227
45.423860719837364,1331.4634953091777
62.0341942668152,2921.2467419836753
11.594983345091414,2268.074078007645
91.91502643485421,4355.431565465558
32.6616844167955,2125.9645024983406
22.485889927696157,157.2228299967187
97.76180310809988,5524.014997907156
48.65921782013557,2800.7401437567696
84.00047757703425,5013.357976567943
23.31808649963081,733.6570779934088
70.30458219959273,4795.13772984696
43.04558046991402,2337.1766892422015
2.3286262311588257,1484.0305312177056
13.305535490519816,905.33767486826
40.12926952566866,1633.0269708623691
44.145627900177956,1872.5065295032666
63.196460161967174,4167.2188076699795
94.8358331705212,4849.251022974874
26.598298111109074,3233.177360210276
82.50100635298683,4136.7339047793885
85.20261602156826,3948.1765725517
80.55052900984823,3902.179974052097
42.61008433469192,557.6438974255193
44.474160885116135,445.86099787688863
33.64095579389201,1847.1672214516097
5.104212333266355,505.1901976509246
70.8641710113066,3416.9631195407514
45.263555244647016,1316.96853086338
75.8226454067897,2630.7486737902345
87.67115554164324,3261.9663533317007
80.25459317939709,3785.7654777642842
37.2392584051314,2594.255876502789
72.92389587689799,2600.896649606933
21.059711307691188,2157.9838019336303
89.86233208711097,3311.792223711059
5.041377905930777,1777.3113001024321
56.911468470627156,2165.723377186406
85.3103149532044,6149.067279494146
54.20714279670958,1973.4875445034572
35.183708453234395,2876.5781845433485
22.139817466283198,1918.066378206106
95.63343484511614,4625.378334175234
13.46894709935189,342.54274105111085
75.93023174155148,2460.442169230623
74.17839703028113,5418.391295609072
84.59017621124201,3459.2995930373763
74.3939276487224,5193.235252747323
44.56528732872036,3058.21653625364
27.101401098191435,887.0914786224763
81.07964494746102,2769.433949032892
39.340777691706506,1761.427412240497
84.74921448634731,4080.135439916143
84.29046600643665,4213.727900216772
42.9128505343948,2931.68423070932
70.97307849747729,4240.83946476672
82.94753112763964,3438.7221213437583
98.1319043217559,5039.326719633454
59.05312934230118,1833.2417853003924
62.060678569496474,2356.245035819328
36.6961978403888,1644.8983119711775
84.54897394084495,2182.9363510036756
36.179419816418154,1338.2671560667527
89.23968084039603,3674.6419731372393
77.35750717870005,3372.8848608874027
17.17723059805304,929.8329434821392
85.56508567976138,3255.343221117436
12.971823050607,784.4768656092574
52.24964726282955,2699.5789244525668
27.421286679127576,1479.8224369444815
63.20138207505821,3954.075994294688
56.4423459708699,2964.571455808849
76.58931239166617,5042.052131748978
20.80294062699568,1085.690790655886
81.6900548632226,4236.413505200581
39.444952218175864,1493.912438375473
5.953493049084524,665.6503600086421
29.570836114626854,1314.459612617421
14.395956602368031,1575.2466790276706
8.744509713890892,343.3411662874014
41.53526866527236,1193.5084455766278
86.56363415244584,4115.877672213912
20.19220877510921,1601.3668497022732
47.974340233200664,2572.686060195437
83.44955187548815,4110.2385159858895
90.66240072128264,3463.6656499610285
13.26219720919367,1540.72568176896
42.822815644089665,3299.1772632613274
92.36962637576943,3345.9801653201557
65.21922523070562,4403.195082474
11.395655049175868,1106.694254584584
24.363742699221437,354.06402380209397
78.67045320461074,2923.5082375211136
72.33876143175925,2782.743211678857
18.428486091856954,-53.84932769024522
54.03958321489739,2724.5799154506544
65.62724606981531,3032.3454070460407
65.23807004181843,1938.079070164938
23.364498757532516,2269.087637790055
26.209923860343032,608.5455279242022
40.48404191729741,2092.8022823743563
51.24003794480796,3277.376636346237
77.25699420052776,4444.446725768591
62.75253690257425,2809.0576797456974
82.55074963850576,3950.411340142314
54.99864006679653,4531.200985173193
67.17066981246248,2875.869406426575
31.427816245392336,1905.2850974574724
39.557465338404604,1045.3472690627768
22.32346723845289,856.9297021825868
31.3047823395874,2297.358579029791
46.12506301623153,2643.3825754356126
97.49423025309247,6487.154233694297
94.24672911660801,4215.5786730735745
81.31252138321148,3766.458943172824
95.01786370222182,4203.159551927939
29.912917412776675,-158.64571988651483
64.14116983852715,2349.8675451769286
71.78410098881503,3588.52587893984
24.769633396682856,585.9928526380876
66.00073433378469,2231.9869419362612
29.982112301505747,1022.9653545387591
47.03653133571777,1761.709037329788
94.11129904065726,3991.98006776181
75.88194012686971,3308.8785363479155
38.5007358526873,2091.903125441385
68.21621989474849,2509.515929590987
68.95418384183016,3070.8052159814793
94.71554752696879,3851.3774066341866
38.99881829063916,2571.202332373964
79.61219010186424,4312.908722103408
9.887349022060876,1661.4325041164238
89.84640489629017,4687.942971004262
79.23972311927541,3634.3016293556075
48.56873702163643,1058.2892871805398
67.49653048460026,4004.1018684454357
43.352405519095974,1784.2554445574813
9.923836280245023,1265.886518687635
5.416393673868535,860.5112646884772
65.260458112958,2822.0343073734953
3.405952717992544,535.7545086577016
4.395363375286521,1137.4154590382414
66.17182139772311,2355.3816321316285
86.31974133531432,2977.9223789410557
22.14189344762857,1114.4311110906121
75.71488259160125,5303.019017089042
58.51460859454873,3832.4902876193983
69.9713740277825,1372.7115366663872
67.77472851483398,3762.7727392754387
4.0219171342181,1971.0386772299826
3.5434779152333507,1027.7110787206495
79.24870758123261,4945.621565027837
32.476017874394934,2321.6310805169696
79.33650219328426,3013.380424803592
65.17871761294475,3090.7579125897346
40.0161431160063,348.37520291754754
96.58511717449515,5488.984788430091
99.32609542281928,4472.539064132266
54.96603700110118,3294.8704638233435
2.7489896304031203,417.51474993867623
39.08576998348284,1257.6014436056948
33.231547734636756,2265.180525953695
94.68546096237063,5162.561448658949
15.116381663306711,1039.0801686044315
93.20281828777425,5188.410140813584
58.342181573043284,1930.7703547919816
83.00732302268653,4724.210307246484
51.43921733560376,2446.2423688653544
28.760760134259577,1655.439556325482
2.501129551552572,1137.1078250170694
87.33808068692011,3613.5596267796836
30.198823482984395,2261.047560463643
32.87010980215749,2216.7078726939612
83.0514896914901,3275.3480545149896
36.662873265823805,3050.2653209581686
67.47052499721387,3710.606207966561
79.22694831050107,4008.332714423416
78.770637928747,1728.0378682006449
25.074136414814816,1816.5926445893224
54.25331394793237,2741.594493694663
59.48980493872769,2334.186896567194
3.666116021420196,1200.2656657234727
44.86334238403619,2273.95491921989
15.037403172074693,260.24180509026576
71.02348213820477,3461.5202570246156
74.67440599453681,2873.31025890215
18.23669412355231,1357.11319607009
47.95764676777895,2351.757087606172
70.5725464557594,3098.412306457038
77.086498975343,5080.850905838035
58.662885376829955,3729.233543053851
66.63048802352219,2942.2869526081586
23.138079056522308,2611.189445953297
17.43911074404987,917.7531059219136
67.17202934231548,2223.9720021690973
6.363210624329763,1068.7730249219173
91.97063758585017,4262.733348550101
85.15250760823243,3940.6782763970477
84.74656939946465,3918.4074888564537
9.719731564694744,1424.35480400283
9.676885331042195,1132.7240313312711
84.29649788567501,3648.926888649566
1.1767156091540332,185.13960925942774
22.628184645069272,2739.2658532936716
58.860415644941455,3220.7443307946296
43.79103145426833,3263.56057207681
25.542466629404647,1909.4442229306642
69.22923227783247,2722.367646343457
73.2350289635416,3512.2210419891653
19.418847106947133,2600.1362352772594
71.21826011338973,3126.759917599111
90.095821381493,3771.968299150083
60.40341764161169,1826.3311078110924
98.04680167787932,4566.605034331449
61.284431759516046,1997.0898669155008
24.041231486000434,1910.735233349421
40.629178465585746,1236.5013374625482
58.53239363982479,1795.6223420995002
20.43996630643895,-602.3574334251482
12.848906703996587,1477.048356504707
89.013525779912,2463.597030381402
42.745747657435594,3297.8224381151085
85.82394660361633,3840.2778885541006
28.915583097842546,831.173364104
41.91237166585865,1646.6435376841662
1.8723013122811771,392.817007589043
97.72352815160478,4959.496293328636
85.14449448699628,4428.770683745188
29.715252134994195,1975.0748223187009
89.93800932672661,4168.275188472309
23.34445786811774,1621.0991116717194
24.17820926105929,1612.2166978377675
84.25089709490489,3145.695974787033
2.3021425085362868,-193.73791616728863
63.547826458737866,2193.9030415704046
70.86943487852733,2758.2661663535114
52.87105291291525,2184.866800935216
81.1337241108025,4460.231271903923
63.174202913109504,1731.0973693544954
37.64241013503307,2484.6889639944056
96.57236718436438,3701.4263775343534
29.345925675765695,2277.0184119840787
29.549638862649473,1645.423219907353
17.71000045425214,2137.433138149154
10.355487416010211,684.3728220050698
0.6417778913378691,1344.9698903290932
30.313528148898595,2269.4669386122996
72.29363747191871,4184.581989735552
30.77541915116625,2946.982090251223
54.45187263270089,1572.2578784354491
19.96176890650717,2360.8504629366703
99.44246323028173,4442.386986696702
98.65619310869741,4714.3498369393765
80.45064852054821,2627.417973197006
31.75262280131561,1794.4632032822515
58.866858145731214,2131.909213491151
26.357339660698475,2286.324470174356
91.43866014516016,3608.4554727605305
45.011693414736506,3018.844979639996
79.6228959103944,4352.315507507261
49.22377333073761,2343.0519047834355
74.97019153401085,3325.0280756732914
72.70243102163263,2618.779526925616
62.186923895215294,2654.733521685681
98.153694574454,4149.691084916291
14.958224547696453,-25.333879339084206
2.3552860414550736,594.1167579150969
19.93159201767385,1681.9097272919103
52.52187585051917,2263.0051010246143
14.592998030625859,887.5308094491413
43.390916033249916,1405.4162981283018
7.539525291690186,2434.889126107681
67.90948034437555,4165.327562335437
48.096433983950824,2789.9015652112616
9.423853363825184,1312.3851960345846
18.422965705131734,1004.0179456673727
87.51963908841157,5418.5576707679875
68.50265368988885,1708.015807619623
50.14019079211758,2651.9515213760087
92.1965056901021,3844.218491451908
37.32633392152134,2249.4904934028636
